sale_id,order_id,date_key,customer_key,product_key,quantity,unit_price,sales_amount,discount_amount
108,19,20180102,258,1,11,null,null,null
109,19,20180102,258,4,6,null,null,null
110,20,20180102,114,7,1,null,null,null
111,20,20180102,114,12,2,null,null,null
112,20,20180102,114,1,3,null,null,null
113,20,20180102,114,11,2,null,null,null
114,20,20180102,114,10,1,null,null,null
115,20,20180102,114,6,2,null,null,null
116,20,20180102,114,4,8,null,null,null
117,21,20180102,208,3,3,null,null,null
118,22,20180102,74,5,1,null,null,null
119,22,20180102,74,2,1,null,null,null
120,22,20180102,74,10,9,null,null,null
121,22,20180102,74,7,2,null,null,null
122,22,20180102,74,12,6,null,null,null
123,22,20180102,74,9,8,null,null,null
124,22,20180102,74,3,1,null,null,null
125,22,20180102,74,8,2,null,null,null
126,22,20180102,74,4,1,null,null,null
127,22,20180102,74,11,3,null,null,null
128,22,20180102,74,1,4,null,null,null
129,23,20180102,346,10,3,null,null,null
130,23,20180102,346,7,9,null,null,null
131,23,20180102,346,5,5,null,null,null
132,23,20180102,346,9,1,null,null,null
133,24,20180102,255,7,5,null,null,null
134,24,20180102,255,10,2,null,null,null
135,24,20180102,255,3,1,null,null,null
136,24,20180102,255,9,2,null,null,null
137,24,20180102,255,2,7,null,null,null
138,24,20180102,255,1,1,null,null,null
139,24,20180102,255,5,3,null,null,null
140,24,20180102,255,11,2,null,null,null
141,24,20180102,255,12,6,null,null,null
142,25,20180102,102,7,5,null,null,null
143,25,20180102,102,10,3,null,null,null
144,25,20180102,102,5,1,null,null,null
145,25,20180102,102,6,2,null,null,null
146,25,20180102,102,4,3,null,null,null
147,25,20180102,102,2,16,null,null,null
148,25,20180102,102,3,1,null,null,null
149,25,20180102,102,12,7,null,null,null
150,25,20180102,102,9,2,null,null,null
151,25,20180102,102,11,7,null,null,null
152,25,20180102,102,1,2,null,null,null
153,26,20180102,286,1,3,null,null,null
154,26,20180102,286,10,5,null,null,null
155,26,20180102,286,4,8,null,null,null
156,26,20180102,286,11,1,null,null,null
157,26,20180102,286,8,2,null,null,null
158,26,20180102,286,5,1,null,null,null
159,26,20180102,286,12,11,null,null,null
160,26,20180102,286,7,2,null,null,null
161,26,20180102,286,3,3,null,null,null
162,26,20180102,286,2,1,null,null,null
163,27,20180103,376,2,4,null,null,null
164,27,20180103,376,7,2,null,null,null
165,27,20180103,376,4,2,null,null,null
166,27,20180103,376,9,1,null,null,null
167,27,20180103,376,10,4,null,null,null
168,27,20180103,376,3,2,null,null,null
169,27,20180103,376,12,3,null,null,null
170,27,20180103,376,6,2,null,null,null
171,27,20180103,376,11,3,null,null,null
172,27,20180103,376,5,3,null,null,null
173,27,20180103,376,1,1,null,null,null
174,28,20180103,260,6,4,null,null,null
175,28,20180103,260,3,3,null,null,null
176,28,20180103,260,5,3,null,null,null
177,28,20180103,260,12,5,null,null,null
178,28,20180103,260,10,5,null,null,null
179,28,20180103,260,9,7,null,null,null
180,28,20180103,260,8,4,null,null,null
181,28,20180103,260,7,1,null,null,null
182,29,20180103,248,7,3,null,null,null
183,29,20180103,248,9,4,null,null,null
184,29,20180103,248,2,2,null,null,null
185,29,20180103,248,1,1,null,null,null
186,30,20180103,284,3,3,null,null,null
187,30,20180103,284,4,1,null,null,null
188,30,20180103,284,1,4,null,null,null
189,30,20180103,284,9,1,null,null,null
190,30,20180103,284,5,1,null,null,null
191,30,20180103,284,2,3,null,null,null
192,30,20180103,284,11,6,null,null,null
193,30,20180103,284,8,1,null,null,null
194,30,20180103,284,7,5,null,null,null
195,31,20180103,43,10,8,null,null,null
196,31,20180103,43,11,3,null,null,null
197,31,20180103,43,12,4,null,null,null
198,31,20180103,43,1,1,null,null,null
199,31,20180103,43,9,1,null,null,null
200,31,20180103,43,4,1,null,null,null
201,31,20180103,43,7,2,null,null,null
202,31,20180103,43,3,1,null,null,null
203,31,20180103,43,8,2,null,null,null
204,31,20180103,43,6,1,null,null,null
205,31,20180103,43,5,1,null,null,null
206,32,20180103,39,8,4,null,null,null
207,32,20180103,39,12,4,null,null,null
208,32,20180103,39,11,4,null,null,null
209,34,20180103,5,7,1,null,null,null
210,34,20180103,5,6,1,null,null,null
211,34,20180103,5,3,3,null,null,null
212,34,20180103,5,1,3,null,null,null
213,34,20180103,5,2,4,null,null,null
214,34,20180103,5,10,2,null,null,null
215,35,20180103,51,2,4,null,null,null
216,36,20180103,301,5,1,null,null,null
217,36,20180103,301,8,5,null,null,null
218,36,20180103,301,11,10,null,null,null
219,36,20180103,301,7,1,null,null,null
220,37,20180103,152,12,1,null,null,null
221,37,20180103,152,8,1,null,null,null
222,37,20180103,152,9,1,null,null,null
223,37,20180103,152,11,2,null,null,null
224,38,20180103,145,3,7,null,null,null
225,38,20180103,145,4,5,null,null,null
226,39,20180103,354,11,1,null,null,null
227,39,20180103,354,8,4,null,null,null
228,39,20180103,354,3,1,null,null,null
229,39,20180103,354,1,2,null,null,null
230,39,20180103,354,2,2,null,null,null
231,39,20180103,354,6,2,null,null,null
232,39,20180103,354,9,3,null,null,null
233,39,20180103,354,10,7,null,null,null
234,40,20180103,85,11,1,null,null,null
235,40,20180103,85,12,1,null,null,null
236,41,20180103,15,10,6,null,null,null
237,41,20180103,15,3,3,null,null,null
238,41,20180103,15,5,1,null,null,null
239,41,20180103,15,12,3,null,null,null
240,42,20180104,338,12,5,null,null,null
241,42,20180104,338,4,3,null,null,null
242,42,20180104,338,1,1,null,null,null
243,42,20180104,338,5,5,null,null,null
244,42,20180104,338,10,1,null,null,null
245,42,20180104,338,9,2,null,null,null
246,42,20180104,338,11,3,null,null,null
247,42,20180104,338,8,5,null,null,null
248,42,20180104,338,3,12,null,null,null
249,43,20180104,103,4,1,null,null,null
250,43,20180104,103,3,1,null,null,null
251,43,20180104,103,9,3,null,null,null
252,43,20180104,103,1,1,null,null,null
253,43,20180104,103,10,2,null,null,null
254,43,20180104,103,2,2,null,null,null
255,43,20180104,103,8,2,null,null,null
256,44,20180104,352,12,9,null,null,null
257,44,20180104,352,6,4,null,null,null
258,44,20180104,352,4,1,null,null,null
259,44,20180104,352,1,1,null,null,null
260,44,20180104,352,2,4,null,null,null
261,44,20180104,352,9,1,null,null,null
262,44,20180104,352,8,11,null,null,null
263,44,20180104,352,7,2,null,null,null
264,44,20180104,352,3,5,null,null,null
265,44,20180104,352,5,1,null,null,null
266,45,20180104,115,11,5,null,null,null
267,45,20180104,115,12,2,null,null,null
268,45,20180104,115,8,1,null,null,null
269,45,20180104,115,10,2,null,null,null
270,45,20180104,115,3,7,null,null,null
271,45,20180104,115,6,3,null,null,null
272,45,20180104,115,7,7,null,null,null
273,46,20180104,65,1,6,null,null,null
274,46,20180104,65,6,1,null,null,null
275,46,20180104,65,4,10,null,null,null
276,46,20180104,65,12,8,null,null,null
277,46,20180104,65,7,3,null,null,null
278,46,20180104,65,8,2,null,null,null
279,46,20180104,65,9,3,null,null,null
280,46,20180104,65,2,2,null,null,null
281,46,20180104,65,5,2,null,null,null
282,47,20180104,332,12,6,null,null,null
283,48,20180104,390,9,4,null,null,null
284,48,20180104,390,12,5,null,null,null
285,48,20180104,390,1,1,null,null,null
286,49,20180104,374,6,9,null,null,null
287,49,20180104,374,3,10,null,null,null
288,49,20180104,374,5,8,null,null,null
289,49,20180104,374,11,4,null,null,null
290,51,20180104,305,9,2,null,null,null
291,51,20180104,305,6,4,null,null,null
292,51,20180104,305,11,1,null,null,null
293,51,20180104,305,4,6,null,null,null
294,51,20180104,305,10,6,null,null,null
295,51,20180104,305,5,13,null,null,null
296,51,20180104,305,3,1,null,null,null
297,51,20180104,305,7,4,null,null,null
298,51,20180104,305,8,1,null,null,null
299,52,20180104,331,11,2,null,null,null
300,52,20180104,331,7,2,null,null,null
301,52,20180104,331,9,1,null,null,null
302,52,20180104,331,5,4,null,null,null
303,52,20180104,331,2,1,null,null,null
304,52,20180104,331,3,1,null,null,null
305,52,20180104,331,8,2,null,null,null
306,52,20180104,331,1,1,null,null,null
307,52,20180104,331,12,4,null,null,null
308,52,20180104,331,6,7,null,null,null
309,53,20180104,295,12,3,null,null,null
310,53,20180104,295,8,1,null,null,null
311,54,20180104,236,4,7,null,null,null
312,54,20180104,236,11,1,null,null,null
313,54,20180104,236,12,7,null,null,null
314,54,20180104,236,1,9,null,null,null
315,54,20180104,236,9,1,null,null,null
316,54,20180104,236,2,3,null,null,null
317,54,20180104,236,8,4,null,null,null
318,54,20180104,236,3,1,null,null,null
319,55,20180104,89,12,1,null,null,null
320,55,20180104,89,6,1,null,null,null
321,55,20180104,89,5,18,null,null,null
322,55,20180104,89,8,4,null,null,null
323,56,20180104,61,5,1,null,null,null
324,56,20180104,61,11,5,null,null,null
325,56,20180104,61,3,1,null,null,null
326,56,20180104,61,6,11,null,null,null
327,56,20180104,61,10,1,null,null,null
328,56,20180104,61,1,2,null,null,null
329,56,20180104,61,7,4,null,null,null
330,58,20180104,98,11,1,null,null,null
331,58,20180104,98,4,4,null,null,null
332,58,20180104,98,12,8,null,null,null
333,58,20180104,98,1,6,null,null,null
334,58,20180104,98,5,1,null,null,null
335,59,20180104,57,7,5,null,null,null
336,59,20180104,57,5,1,null,null,null
337,59,20180104,57,4,2,null,null,null
338,59,20180104,57,2,2,null,null,null
339,59,20180104,57,3,5,null,null,null
340,59,20180104,57,12,3,null,null,null
341,59,20180104,57,11,5,null,null,null
342,60,20180104,70,3,2,null,null,null
343,60,20180104,70,12,3,null,null,null
344,60,20180104,70,5,1,null,null,null
345,60,20180104,70,8,4,null,null,null
346,60,20180104,70,7,5,null,null,null
347,61,20180104,47,4,3,null,null,null
348,61,20180104,47,12,8,null,null,null
349,61,20180104,47,2,1,null,null,null
350,61,20180104,47,10,5,null,null,null
351,61,20180104,47,6,2,null,null,null
352,61,20180104,47,9,2,null,null,null
353,61,20180104,47,3,5,null,null,null
354,61,20180104,47,7,10,null,null,null
355,61,20180104,47,8,1,null,null,null
356,62,20180104,395,11,2,null,null,null
357,62,20180104,395,2,1,null,null,null
358,62,20180104,395,4,8,null,null,null
359,62,20180104,395,3,3,null,null,null
360,62,20180104,395,5,4,null,null,null
361,62,20180104,395,1,8,null,null,null
362,62,20180104,395,7,1,null,null,null
363,63,20180104,89,3,7,null,null,null
364,63,20180104,89,8,1,null,null,null
365,63,20180104,89,1,2,null,null,null
366,63,20180104,89,4,3,null,null,null
367,63,20180104,89,11,1,null,null,null
368,63,20180104,89,10,2,null,null,null
369,63,20180104,89,9,6,null,null,null
370,64,20180104,83,9,12,null,null,null
371,64,20180104,83,11,12,null,null,null
372,64,20180104,83,8,1,null,null,null
373,65,20180105,284,9,6,null,null,null
374,65,20180105,284,5,3,null,null,null
375,65,20180105,284,4,4,null,null,null
376,65,20180105,284,7,1,null,null,null
377,65,20180105,284,1,2,null,null,null
378,65,20180105,284,10,1,null,null,null
379,66,20180105,20,11,4,null,null,null
380,66,20180105,20,5,8,null,null,null
381,66,20180105,20,2,4,null,null,null
382,66,20180105,20,7,1,null,null,null
383,66,20180105,20,3,1,null,null,null
384,66,20180105,20,9,7,null,null,null
385,66,20180105,20,8,1,null,null,null
386,66,20180105,20,10,8,null,null,null
387,66,20180105,20,1,2,null,null,null
388,67,20180105,100,5,3,null,null,null
389,67,20180105,100,6,7,null,null,null
390,67,20180105,100,7,1,null,null,null
391,67,20180105,100,12,1,null,null,null
392,67,20180105,100,4,1,null,null,null
393,67,20180105,100,11,1,null,null,null
394,67,20180105,100,8,2,null,null,null
395,67,20180105,100,3,3,null,null,null
396,67,20180105,100,10,6,null,null,null
397,67,20180105,100,9,2,null,null,null
398,67,20180105,100,2,2,null,null,null
399,68,20180105,71,11,1,null,null,null
400,68,20180105,71,4,3,null,null,null
401,68,20180105,71,3,10,null,null,null
402,68,20180105,71,7,8,null,null,null
403,68,20180105,71,5,12,null,null,null
404,68,20180105,71,8,5,null,null,null
405,68,20180105,71,9,2,null,null,null
406,68,20180105,71,6,2,null,null,null
407,68,20180105,71,12,1,null,null,null
408,68,20180105,71,1,2,null,null,null
409,70,20180105,388,4,8,null,null,null
410,70,20180105,388,6,4,null,null,null
411,70,20180105,388,9,1,null,null,null
412,70,20180105,388,8,1,null,null,null
413,70,20180105,388,1,3,null,null,null
414,70,20180105,388,7,4,null,null,null
415,70,20180105,388,5,7,null,null,null
416,70,20180105,388,10,1,null,null,null
417,70,20180105,388,2,2,null,null,null
418,70,20180105,388,11,2,null,null,null
419,70,20180105,388,12,3,null,null,null
420,71,20180105,330,6,2,null,null,null
421,71,20180105,330,3,2,null,null,null
422,71,20180105,330,4,3,null,null,null
423,71,20180105,330,1,8,null,null,null
424,71,20180105,330,7,8,null,null,null
425,71,20180105,330,5,3,null,null,null
426,71,20180105,330,2,5,null,null,null
427,71,20180105,330,12,2,null,null,null
428,71,20180105,330,8,8,null,null,null
429,72,20180105,274,9,11,null,null,null
430,72,20180105,274,12,1,null,null,null
431,72,20180105,274,3,1,null,null,null
432,72,20180105,274,8,3,null,null,null
433,72,20180105,274,7,8,null,null,null
434,73,20180105,79,11,2,null,null,null
435,73,20180105,79,3,7,null,null,null
436,73,20180105,79,1,5,null,null,null
437,73,20180105,79,2,1,null,null,null
438,73,20180105,79,12,11,null,null,null
439,73,20180105,79,6,6,null,null,null
440,74,20180105,118,8,10,null,null,null
441,74,20180105,118,6,5,null,null,null
442,75,20180105,37,1,1,null,null,null
443,76,20180105,326,8,1,null,null,null
444,76,20180105,326,9,11,null,null,null
445,76,20180105,326,10,1,null,null,null
446,76,20180105,326,7,1,null,null,null
447,76,20180105,326,6,3,null,null,null
448,76,20180105,326,4,3,null,null,null
449,76,20180105,326,3,1,null,null,null
450,76,20180105,326,5,1,null,null,null
451,76,20180105,326,2,1,null,null,null
452,77,20180106,64,10,4,null,null,null
453,78,20180106,280,5,3,null,null,null
454,78,20180106,280,10,3,null,null,null
455,78,20180106,280,2,1,null,null,null
456,78,20180106,280,6,8,null,null,null
457,78,20180106,280,9,3,null,null,null
458,78,20180106,280,1,4,null,null,null
459,78,20180106,280,12,2,null,null,null
460,79,20180106,107,8,4,null,null,null
461,79,20180106,107,1,8,null,null,null
462,79,20180106,107,10,4,null,null,null
463,79,20180106,107,3,1,null,null,null
464,79,20180106,107,7,7,null,null,null
465,79,20180106,107,2,2,null,null,null
466,79,20180106,107,9,1,null,null,null
467,79,20180106,107,11,1,null,null,null
468,79,20180106,107,6,11,null,null,null
469,79,20180106,107,4,6,null,null,null
470,81,20180106,243,3,2,null,null,null
471,81,20180106,243,4,2,null,null,null
472,81,20180106,243,8,3,null,null,null
473,81,20180106,243,2,3,null,null,null
474,81,20180106,243,9,2,null,null,null
475,83,20180106,199,12,2,null,null,null
476,83,20180106,199,1,3,null,null,null
477,83,20180106,199,9,2,null,null,null
478,83,20180106,199,10,4,null,null,null
479,83,20180106,199,2,1,null,null,null
480,83,20180106,199,4,1,null,null,null
481,84,20180106,221,11,1,null,null,null
482,85,20180106,222,4,6,null,null,null
483,85,20180106,222,7,2,null,null,null
484,86,20180106,114,4,1,null,null,null
485,86,20180106,114,2,6,null,null,null
486,86,20180106,114,8,4,null,null,null
487,87,20180106,187,8,1,null,null,null
488,87,20180106,187,1,6,null,null,null
489,87,20180106,187,7,4,null,null,null
490,88,20180106,233,4,2,null,null,null
491,88,20180106,233,8,5,null,null,null
492,88,20180106,233,5,2,null,null,null
493,88,20180106,233,6,3,null,null,null
494,88,20180106,233,10,1,null,null,null
495,88,20180106,233,9,4,null,null,null
496,88,20180106,233,11,1,null,null,null
497,88,20180106,233,2,4,null,null,null
498,88,20180106,233,1,2,null,null,null
499,88,20180106,233,3,2,null,null,null
500,88,20180106,233,12,1,null,null,null
501,91,20180106,154,11,2,null,null,null
502,91,20180106,154,2,6,null,null,null
503,91,20180106,154,9,7,null,null,null
504,91,20180106,154,3,1,null,null,null
505,91,20180106,154,1,2,null,null,null
506,92,20180106,356,11,1,null,null,null
507,92,20180106,356,1,2,null,null,null
508,92,20180106,356,10,7,null,null,null
509,93,20180106,140,6,2,null,null,null
510,94,20180106,19,8,1,null,null,null
511,94,20180106,19,12,1,null,null,null
512,94,20180106,19,4,2,null,null,null
513,94,20180106,19,7,11,null,null,null
514,94,20180106,19,2,3,null,null,null
515,94,20180106,19,11,8,null,null,null
516,94,20180106,19,9,5,null,null,null
517,94,20180106,19,5,1,null,null,null
518,95,20180106,126,11,3,null,null,null
519,95,20180106,126,2,3,null,null,null
520,95,20180106,126,1,1,null,null,null
521,95,20180106,126,12,4,null,null,null
522,95,20180106,126,5,2,null,null,null
523,95,20180106,126,7,5,null,null,null
524,95,20180106,126,9,1,null,null,null
525,95,20180106,126,10,1,null,null,null
526,96,20180107,392,5,15,null,null,null
527,96,20180107,392,10,2,null,null,null
528,96,20180107,392,4,2,null,null,null
529,96,20180107,392,9,7,null,null,null
530,96,20180107,392,3,5,null,null,null
531,96,20180107,392,1,3,null,null,null
532,96,20180107,392,7,14,null,null,null
533,97,20180107,3,6,5,null,null,null
534,97,20180107,3,8,2,null,null,null
535,97,20180107,3,12,1,null,null,null
536,97,20180107,3,9,3,null,null,null
537,98,20180107,346,3,2,null,null,null
538,99,20180107,71,8,5,null,null,null
539,99,20180107,71,4,1,null,null,null
540,99,20180107,71,9,1,null,null,null
541,99,20180107,71,10,2,null,null,null
542,99,20180107,71,5,6,null,null,null
543,100,20180107,144,1,2,null,null,null
544,100,20180107,144,7,4,null,null,null
545,100,20180107,144,6,4,null,null,null
546,100,20180107,144,8,5,null,null,null
547,100,20180107,144,10,8,null,null,null
548,100,20180107,144,2,1,null,null,null
549,100,20180107,144,5,5,null,null,null
550,100,20180107,144,9,1,null,null,null
551,100,20180107,144,4,1,null,null,null
552,101,20180107,272,7,2,null,null,null
553,101,20180107,272,3,3,null,null,null
554,101,20180107,272,2,3,null,null,null
555,101,20180107,272,4,4,null,null,null
556,101,20180107,272,1,4,null,null,null
557,101,20180107,272,12,4,null,null,null
558,101,20180107,272,8,7,null,null,null
559,102,20180107,14,10,1,null,null,null
560,103,20180107,23,10,4,null,null,null
561,103,20180107,23,8,3,null,null,null
562,104,20180107,139,3,1,null,null,null
563,104,20180107,139,5,1,null,null,null
564,104,20180107,139,4,6,null,null,null
565,104,20180107,139,10,1,null,null,null
566,104,20180107,139,12,5,null,null,null
567,104,20180107,139,1,1,null,null,null
568,104,20180107,139,11,2,null,null,null
569,105,20180107,397,2,3,null,null,null
570,105,20180107,397,5,7,null,null,null
571,106,20180107,291,2,3,null,null,null
572,106,20180107,291,6,1,null,null,null
573,106,20180107,291,11,5,null,null,null
574,106,20180107,291,5,1,null,null,null
575,106,20180107,291,10,3,null,null,null
576,106,20180107,291,12,1,null,null,null
577,106,20180107,291,4,7,null,null,null
578,107,20180107,279,1,1,null,null,null
579,107,20180107,279,7,1,null,null,null
580,108,20180107,92,1,1,null,null,null
581,108,20180107,92,11,2,null,null,null
582,108,20180107,92,10,2,null,null,null
583,108,20180107,92,4,1,null,null,null
584,108,20180107,92,5,8,null,null,null
585,108,20180107,92,12,1,null,null,null
586,108,20180107,92,3,1,null,null,null
587,108,20180107,92,2,2,null,null,null
588,108,20180107,92,6,8,null,null,null
589,108,20180107,92,7,2,null,null,null
590,109,20180107,1,7,1,null,null,null
591,109,20180107,1,10,10,null,null,null
592,109,20180107,1,9,1,null,null,null
593,109,20180107,1,2,4,null,null,null
594,109,20180107,1,5,3,null,null,null
595,109,20180107,1,6,1,null,null,null
596,109,20180107,1,1,2,null,null,null
597,109,20180107,1,11,1,null,null,null
598,109,20180107,1,8,1,null,null,null
599,109,20180107,1,3,4,null,null,null
600,111,20180108,184,1,1,null,null,null
601,111,20180108,184,3,3,null,null,null
602,111,20180108,184,7,4,null,null,null
603,111,20180108,184,11,3,null,null,null
604,111,20180108,184,8,9,null,null,null
605,111,20180108,184,4,2,null,null,null
606,111,20180108,184,6,2,null,null,null
607,111,20180108,184,2,1,null,null,null
608,111,20180108,184,10,6,null,null,null
609,112,20180108,167,2,5,null,null,null
610,112,20180108,167,4,1,null,null,null
611,112,20180108,167,6,3,null,null,null
612,112,20180108,167,10,8,null,null,null
613,112,20180108,167,11,4,null,null,null
614,113,20180108,296,3,2,null,null,null
615,113,20180108,296,2,2,null,null,null
616,113,20180108,296,7,9,null,null,null
617,113,20180108,296,5,8,null,null,null
618,113,20180108,296,12,13,null,null,null
619,113,20180108,296,11,1,null,null,null
620,113,20180108,296,9,5,null,null,null
621,113,20180108,296,8,1,null,null,null
622,113,20180108,296,10,3,null,null,null
623,113,20180108,296,1,2,null,null,null
624,114,20180108,276,8,2,null,null,null
625,114,20180108,276,7,1,null,null,null
626,114,20180108,276,5,3,null,null,null
627,114,20180108,276,9,1,null,null,null
628,114,20180108,276,3,12,null,null,null
629,114,20180108,276,6,2,null,null,null
630,114,20180108,276,10,2,null,null,null
631,114,20180108,276,4,4,null,null,null
632,114,20180108,276,11,2,null,null,null
633,115,20180108,27,6,2,null,null,null
634,116,20180108,262,8,4,null,null,null
635,116,20180108,262,6,1,null,null,null
636,116,20180108,262,7,2,null,null,null
637,116,20180108,262,12,1,null,null,null
638,117,20180108,45,11,3,null,null,null
639,117,20180108,45,8,4,null,null,null
640,117,20180108,45,6,1,null,null,null
641,117,20180108,45,7,5,null,null,null
642,118,20180108,147,6,12,null,null,null
643,118,20180108,147,8,3,null,null,null
644,118,20180108,147,11,1,null,null,null
645,118,20180108,147,2,7,null,null,null
646,119,20180108,221,11,2,null,null,null
647,119,20180108,221,1,2,null,null,null
648,119,20180108,221,8,8,null,null,null
649,120,20180108,81,5,3,null,null,null
650,120,20180108,81,1,8,null,null,null
651,120,20180108,81,10,3,null,null,null
652,120,20180108,81,7,1,null,null,null
653,120,20180108,81,2,1,null,null,null
654,120,20180108,81,3,1,null,null,null
655,120,20180108,81,8,1,null,null,null
656,120,20180108,81,9,3,null,null,null
657,120,20180108,81,11,15,null,null,null
658,121,20180109,112,5,7,null,null,null
659,121,20180109,112,1,2,null,null,null
660,121,20180109,112,3,5,null,null,null
661,121,20180109,112,10,3,null,null,null
662,121,20180109,112,9,5,null,null,null
663,121,20180109,112,6,1,null,null,null
664,121,20180109,112,12,8,null,null,null
665,121,20180109,112,7,2,null,null,null
666,121,20180109,112,4,3,null,null,null
667,122,20180109,20,5,2,null,null,null
668,122,20180109,20,9,2,null,null,null
669,123,20180110,283,10,2,null,null,null
670,124,20180110,236,1,1,null,null,null
671,124,20180110,236,10,7,null,null,null
672,124,20180110,236,5,3,null,null,null
673,124,20180110,236,7,4,null,null,null
674,124,20180110,236,3,8,null,null,null
675,124,20180110,236,11,8,null,null,null
676,124,20180110,236,12,6,null,null,null
677,124,20180110,236,2,3,null,null,null
678,124,20180110,236,9,4,null,null,null
679,124,20180110,236,8,9,null,null,null
680,125,20180110,53,2,5,null,null,null
681,125,20180110,53,6,1,null,null,null
682,125,20180110,53,3,1,null,null,null
683,125,20180110,53,5,3,null,null,null
684,125,20180110,53,12,5,null,null,null
685,125,20180110,53,10,5,null,null,null
686,125,20180110,53,8,1,null,null,null
687,125,20180110,53,4,2,null,null,null
688,125,20180110,53,7,20,null,null,null
689,125,20180110,53,9,2,null,null,null
690,125,20180110,53,1,3,null,null,null
691,127,20180110,327,1,11,null,null,null
692,127,20180110,327,7,10,null,null,null
693,127,20180110,327,5,5,null,null,null
694,128,20180110,252,6,2,null,null,null
695,128,20180110,252,11,1,null,null,null
